"","Departamento","Municipio","Código.Dane","Año","E3A","K3A","F3A","L3A","N3A","O3A","P3A","M3A","Q3A","R3A","S3A","I3B","J3B","O3B"
"247","Meta","Uribe","50370","2015",162.77,180.5,10,"0",0,0,0,21.2408714101914,132.41950289049,18.7116011515057,9.573470898654,0,0,0.0431034482758621
"248","Antioquia","Anorí","05040","2015",256.05,39.5,10,"0",0,0,10.2534769075098,2.295,214.361681717056,63.0055825029784,30.5211590347972,0,0,0.149305555555556
"249","Meta","Lejanías","50400","2015",0,13,1,"0",0,0,0,0,0,0,0,0,0,0.0984848484848485
"250","Meta","Puerto Concordia","50450","2015",50.25,66.24,10,"0",0,0,0,26.290970966499,54.184182664721,3.044761329972,0,0,0,0.0771028037383178
"251","Meta","Puerto Gaitán","50568","2015",0,0,9,"0",0,0,0,0,0,0,0,0,0,0.0952380952380952
"252","Meta","Puerto López","50573","2015",0,0,0,"0",0,0,0,0,0,0,0,0,0,0.126520681265207
"253","Meta","Puerto Lleras","50577","2015",13.35,43.4,10,"0",0,0,0,0,4.0766220226205,0.580588235294,10.49205882353,0,0,0.164772727272727
"254","Meta","Puerto Rico","50590","2015",1619.74,120.91,10,"0",0,0,0,1427.56278754259,1562.69779641592,114.279845896455,3.60250569559,0,0,0.066588785046729
"255","Meta","San Juan de Arama","50683","2015",155.83,11,10,"0",0,0,0,98.2625571278541,147.525961699048,11.3917059385911,0,0,0,0.143867924528302
"256","Meta","San Martín","50689","2015",0,0,3,"0",0,0,0,0,0,0,0,0,0,0.142276422764228
"257","Meta","Vistahermosa","50711","2015",1353.19,127.8,10,"0",0,0,0,684.362595509371,1232.16407008771,159.654521619632,26.6112910411837,0,0,0.0819672131147541
"258","Antioquia","Briceño","05107","2015",91.45,138.203,10,"0",0,0,0,0,37.6738017523191,48.038464882342,8.896011857229,0,0,0.0989583333333333
"259","Antioquia","Cáceres","05120","2015",420.12,0,10,"0",0,0,0,0,439.146105560566,32.5013169147982,2.44739583333,0,0,0.116666666666667
"260","Antioquia","Caucasia","05154","2015",0,0,3,"0",0,0,0,0,0,0,0,0,0,0.133903133903134
"261","Antioquia","El Bragre","05250","2015",85.34,109.175,10,"0",81.7541577649041,0,0,0,26.065520243786,46.7610326323188,17.8598458869793,0,0,0.0761758691206544
"262","Nariño","Tumaco","52835","2015",16960.24,1120.075,10,"0",7235.05938672092,5138.46676436489,6658.8033034643,3.462166959427,16809.5216749183,333.69260509232,7.021517382243,0,0,0.101848495831823
"263","Antioquia","Ituango","05361","2015",41.37,123.22,10,"0",0,2.232772047009,0,53.1492086623412,252.024535820372,37.3396712333953,4.5163125,0,0,0.1575
"264","Norte de Santander","Convención","54206","2015",855.88,1.5,10,"0",768.984060026647,30.827151774432,0,105.737189866068,816.106558546631,90.808097740053,2.17247282609,0,0,0.073051948051948
"265","Norte de Santander","El Cármen","54245","2015",568.84,9.5,10,"0",603.552305182055,10.562412853413,0,107.619965521764,483.590351284677,127.111352973458,39.9780350497776,0,0,0.0487012987012987
"266","Norte de Santander","El Tarra","54250","2015",2074.54,58,10,"0",2147.08784187606,3.289689372144,0,3.289689372144,2053.25839481505,326.457115615233,0,0,0,0.104166666666667
"267","Norte de Santander","Hacarí","54344","2015",152.46,0,7,"0",0,0,0,0,123.726609155915,43.71779897784,10.111712344976,0,0,0.07
"268","Norte de Santander","Ocaña","54498","2015",6.97,42.52,3,"0",0,0,0,0,3.103437153173,2.175669642856,1.908981206613,0,0,0.119910037878788
"269","Norte de Santander","San Calixto","54670","2015",736.53,1,9,"0",317.405442640087,0,0,0,562.85272537421,122.343904693117,0.696783088235,0,0,0.0405405405405405
"270","Norte de Santander","Sardinata","54720","2015",865.94,19.1,10,"0",0,0,0,0,822.113887659135,118.484614234493,0,0,0,0.0907894736842105
"271","Norte de Santander","Teorama","54800","2015",1770.15,12,10,"0",1582.63091643368,65.742487962481,0,148.853628833766,1763.68964217507,245.171833228887,0,0,0,0.084070796460177
"272","Norte de Santander","Tibú","54810","2015",4379.08,32.9,10,"0",0,0,0,39.8795332654882,4195.13619137971,338.440113347974,4.61072690217,0,0,0.0450870646766169
"273","Antioquia","Nechí","05495","2015",128.35,315.153,10,"0",86.233885438125,0,0,0,90.3146005428346,52.149671208011,1.741045673077,0,0,0.025
"274","Antioquia","Tarazá","05790","2015",884.61,185.28,10,"0",0,7.49490683823,0,0,632.520988812634,84.9687468209571,0,0,0,0.105839416058394
"275","Antioquia","Valdivia","05854","2015",189.59,80.131,10,"0",0,0,0,0.374625,202.582991948853,5.8348049568756,0.3954375,0,0,0.11938202247191
"276","Antioquia","Zaragoza","05895","2015",66.82,8,10,"0",20.667898845535,0.742484526926,4.104215408828,0,30.1942524440327,31.053691983656,27.5529093403054,0,0,0.171985815602837
"277","Cauca","Buenos Aires","19110","2016",2.2,0,5,"0",0,0,0,0,4.05,0,0,0,0,0.110824742268041
"278","Cauca","Caloto","19142","2016",26.26,8.95,2,"0",0,2.24,0,0,25.9,0,0,0,0,0.0878676470588235
"279","Cauca","Corinto","19212","2016",38.91,10.15,2,"0",12.71,2.8,0,0,47.17,0,0,0,0,0.114265927977839
"280","Cauca","Jambaló","19364","2016",0,0,0,"0",0,0,0,0,0,0,0,0,0,0.142857142857143
"281","Cauca","Miranda","19455","2016",5.98,3.743,2,"0",3.7,0,0,0,10.82,0,0,0,0,0.105524079320113
"282","Cauca","Suárez","19780","2016",170.45,8,8,"0",0,0,0,0,184.57,7.15,0,0,0,0.151595744680851
"283","Cauca","Toribío","19821","2016",14.85,0.5,2,"0",0,0,0,0,16.36,0,0,0,0,0
"284","Córdoba","Montelíbano","23466","2016",573.86,41.17,10,"0",0,1.96,0,22.34,416.31,144.49,26.21,0,0,0.109038142620232
"285","Córdoba","Puerto Libertador","23580","2016",570.62,30.52,10,"0",0,4.63,0,49.06,512.87,87.91,14.88,0,0,0.0846456692913386
"286","Córdoba","San José de Uré","23682","2016",231.94,0,5,"0",0,0,0,100.07,186.65,62.13,0.19,0,0,0.14
"287","Córdoba","Tierralta","23807","2016",1290.07,25.97,10,"0",1284.18,322.47,0,1037.5,981.57,345.76,10.94,0,0,0.131827731092437
"288","Córdoba","Valencia","23855","2016",1.8,9,8,"0",5.7,0,0,0,4.97,0.73,0,0,0,0.216666666666667
"289","Meta","El Castillo","50251","2016",0,0,0,"0",0,0,0,0,0,0,0,0,0,0.137755102040816
"290","Meta","Mapiripán","50325","2016",338.43,115.015,10,"0",0,16.94,0,0,280.82,25.62,31.99,0,0,0.0471014492753623
"291","Meta","Mesetas","50330","2016",104.19,171.963,9,"0",0,0,0,0,94.04,8.69,2.99,0,0,0.0320945945945946
"292","Meta","La Macarena","50350","2016",1635.22,843.71375,10,"0",0,0,0,627.56,1339.85,233.51,32.3,0,0,0.0707070707070707
"293","Meta","Uribe","50370","2016",202.29,197.6,10,"0",0,0,0,16.13,159.26,27.45,16.3,0,0,0.03125
"294","Antioquia","Anorí","05040","2016",661.7,35.13,10,"0",0,0,31.15,7.33,719.8,114.37,14.54,0,0,0.1875
"295","Meta","Lejanías","50400","2016",0,112.25,1,"0",0,0,0,0,0,0,0,0,0,0.14018691588785
"296","Meta","Puerto Concordia","50450","2016",63.87,42.593,10,"0",0,0,0,25.14,60.84,10.03,0.56,0,0,0.0878378378378378
"297","Meta","Puerto Gaitán","50568","2016",0,0,8,"0",0,0,0,0,0,0,0,0,0,0.0712979890310786
"298","Meta","Puerto López","50573","2016",0,3,0,"0",0,0,0,0,0,0,0,0,0,0.122727272727273
"299","Meta","Puerto Lleras","50577","2016",27.39,16.07,10,"0",0,0,0,0,22.04,3.06,8.42,0,0,0.315934065934066
"300","Meta","Puerto Rico","50590","2016",1592.76,629.087,10,"0",0,0,0,1392.05,1592.19,37.83,20.78,0,0,0.0420454545454545
"301","Meta","San Juan de Arama","50683","2016",48.4,403.299,10,"0",0,0,0,23.8,38.85,10.32,0,0,0,0.025462962962963
"302","Meta","San Martín","50689","2016",0,0.70525,2,"0",0,0,0,0,0,0,0,0,0,0.146739130434783
"303","Meta","Vistahermosa","50711","2016",1451.32,370.47,10,"0",0,0,0,766.51,1457.76,54.72,3.62,0,0,0.0405604719764012
"304","Antioquia","Briceño","05107","2016",736.94,87.6,10,"0",0,0,0,0,681.15,72.78,3.25,0,0,0.0754716981132075
"305","Antioquia","Cáceres","05120","2016",1131.27,0,10,"0",0,0,0,0,1199.45,131.14,4.06,0,0,0.152097902097902
"306","Antioquia","Caucasia","05154","2016",5.89,5,3,"0",0,0,0,0,0,0,0,0,0,0.12945914844649
"307","Antioquia","El Bragre","05250","2016",446.31,84.351,10,"0",416.02,0.23,1.51,0,243.44,177.71,46.08,0,0,0.109186746987952
"308","Nariño","Tumaco","52835","2016",23147.95,1472.992,10,"0",9157.91,6371.92,9198.8,5.25,23147.85,270.65,3.92,0,0,0.100957779515246
"309","Antioquia","Ituango","05361","2016",305.23,99.41,10,"0",0,5.34,0,92.98,545.46,154.08,27.25,0,0,0.170245398773006
"310","Norte de Santander","Convención","54206","2016",890.62,1.5,10,"0",747.76,62.21,0,225.32,859.8,94.32,0,0,0,0.047979797979798
"311","Norte de Santander","El Cármen","54245","2016",664.27,0.75,10,"0",695.56,39.11,0,145.57,616.46,145.42,15.62,0,0,0.0326086956521739
"312","Norte de Santander","El Tarra","54250","2016",3682.7,4,10,"0",3353.92,28.23,0,28.23,3796.88,252.19,1.16,0,0,0.0938967136150235
"313","Norte de Santander","Hacarí","54344","2016",214.94,7.42,7,"0",0,0,0,0,183.68,58.62,0,0,0,0.0510204081632653
"314","Norte de Santander","Ocaña","54498","2016",9.04,39.5,4,"0",0,0,0,0,10.32,0.08,0,0,0,0.12696335078534
"315","Norte de Santander","San Calixto","54670","2016",445.04,4.95,9,"0",144.18,0,0,0,394.38,25.84,0,0,0,0.0192307692307692
"316","Norte de Santander","Sardinata","54720","2016",3847.36,10.75,10,"0",0,0,0,0,3222.58,809.17,3.48,0,0,0.066
"317","Norte de Santander","Teorama","54800","2016",1856.7,4.54,10,"0",1733.88,79.41,0,206.32,2124.57,70.07,5.06,0,0,0.0121359223300971
"318","Norte de Santander","Tibú","54810","2016",12787.38,12.75,10,"0",0,0,0,88.57,12184.39,1133.48,22.18,0,0,0.0465393794749403
"319","Antioquia","Nechí","05495","2016",360.85,11.244,10,"0",219.09,0,0,0,317.26,84.42,0.49,0,0,0.0851063829787234
"320","Antioquia","Tarazá","05790","2016",2797.31,6.1,10,"0",0,11.9,0,0,2389.19,318.26,5.82,0,0,0.117990654205607
"321","Antioquia","Valdivia","05854","2016",1620.8,34.68,10,"0",0,0,0,1.69,1328.32,436.99,29.33,0,0,0.0752212389380531
"322","Antioquia","Zaragoza","05895","2016",160.9,18.997,10,"0",73.85,0,30.39,0,130.25,78.29,3.28,0,0,0.142276422764228
"323","Cauca","Buenos Aires","19110","2017",64.54,0,6,"0",0,0,0,0,6.60306705484,1.718369790024,60.509048826397,58743.8399402142,0,0.171052631578947
"324","Cauca","Caloto","19142","2017",0,2.8,2,"0",0,0,0,0,0,0,0,206828.229449354,0,0.147359454855196
"325","Cauca","Corinto","19212","2017",0,2.4,2,"0",0,0,0,0,0,0,0,16927.378755181,0,0.189591078066914
"326","Cauca","Jambaló","19364","2017",0,0,0,"0",0,0,0,0,0,0,0,39390.3692649336,0,0.0652173913043478
"327","Cauca","Miranda","19455","2017",0,0,2,"0",0,0,0,0,0,0,0,111555.26414905,0,0.18348623853211
"328","Cauca","Suárez","19780","2017",267.19,1.33,8,"0",0,0,0,0,303.11267184162,5.882024705849,0,41915.4568555203,0,0.160958904109589
"329","Cauca","Toribío","19821","2017",0,0.5,2,"0",0,0,0,0,0,0,0,31632.9744858055,0,0.03515625
"330","Córdoba","Montelíbano","23466","2017",1181.13,116.604,10,"0",0,8.4527542009392,0,72.5902091885414,1053.90611088541,241.976257179506,0.0043068000013,90942.1763935639,0,0.136826783114993
"331","Córdoba","Puerto Libertador","23580","2017",1412.22,40.934,10,"0",0,5.936659359277,0,91.2821170553715,1247.2552014138,235.79030627203,12.6550667858116,50519.3726798219,0,0.0852941176470588
"332","Córdoba","San José de Uré","23682","2017",552.7,0,6,"0",0,0,0,155.478006144169,437.923467417702,132.11612664712,8.53117934923,55826.3237331289,0,0.153846153846154
"333","Córdoba","Tierralta","23807","2017",1629.68,135.486,10,"0",1532.2903224244,311.5202146698,0,1187.94189108197,1464.44121356962,181.064510193694,8.957275657061,6483.73090323701,0,0.172025723472669
"334","Córdoba","Valencia","23855","2017",4.71,48.95,9,"0",5.626398254541,0,0,0,5.626398254541,0,0,4745.5140031696,0,0.2
"335","Meta","El Castillo","50251","2017",0,20.5,0,"0",0,0,0,0,0,0,0,50642.8377466481,0,0.0635593220338983
"336","Meta","Mapiripán","50325","2017",315.66,20.2,10,"0",0.484221037002,18.873405314134,0,0,266.937330911314,17.1012995216843,32.183792099973,20000.9669114275,0,0.00549450549450549
"337","Meta","Mesetas","50330","2017",86.72,203.853,9,"0",0,0,0,1.60781994404,77.047922658223,6.0364908817498,5.907502027899,80523.4070221025,0,0.0522598870056497
"338","Meta","La Macarena","50350","2017",1647.55,1466.1,10,"0",0,3.84519375,0,681.756618423205,1499.81204212047,131.549992314411,23.7404580169801,35025.6539656468,0,0.0757211538461538
"339","Meta","Uribe","50370","2017",108.77,249.254,10,"259",0,0,0,15.9509538822188,73.823460234161,8.1256466349841,26.894778655785,154469.185810829,0,0.0480769230769231
"340","Antioquia","Anorí","05040","2017",1312.28,11,10,"0",0,0,57.974608285413,0.2025,1427.22880648494,218.31788639986,11.5175611352131,62315.1793201828,0,0.0854700854700855
"341","Meta","Lejanías","50400","2017",0,18.85,1,"0",0,0,0,0,0,0,0,24730.9080620464,0,0.0980392156862745
"342","Meta","Puerto Concordia","50450","2017",77.84,614.9,10,"10",0,0,0,24.6075303296567,79.9244500612247,3.7510023061818,2.550745738636,79229.0314185293,0,0.061046511627907
"343","Meta","Puerto Gaitán","50568","2017",0,0,7,"0",0,0,0,0,0,0,0,399688.908138747,0,0.0710659898477157
"344","Meta","Puerto López","50573","2017",0,0,0,"0",0,0,0,0,0,0,0,183609.260259971,0,0.0833333333333333
"345","Meta","Puerto Lleras","50577","2017",24.15,92.748,10,"0",0,0,0,0,26.345285987979,3.2038663972267,1.979322916667,30318.6900806733,0,0.176470588235294
"346","Meta","Puerto Rico","50590","2017",1773.19,1063.932,10,"0",0,0,0,1529.28301899685,1692.59500957581,138.04816204548,0,58217.1534593133,0,0.0605590062111801
"347","Meta","San Juan de Arama","50683","2017",70.28,213.739,10,"0",0,0,0,38.7518384961625,37.45394142086,30.6459999957851,2.84493708315,106241.531966938,0,0.095959595959596
"348","Meta","San Martín","50689","2017",0,0,1,"0",0,0,0,0,0,0,0,181381.730162411,0,0.115691489361702
"349","Meta","Vistahermosa","50711","2017",1473.05,2453.765,10,"0",0,0,0,904.176823053854,1367.681901525,150.14581746863,29.70879455,83882.2525509897,0,0.0805882352941176
"350","Antioquia","Briceño","05107","2017",414.9,75.5,10,"310",0,0,0,1.14964638158,409.542073644903,37.7408335757462,3.749959278456,46553.4644472016,0,0.12202380952381
"351","Antioquia","Cáceres","05120","2017",1943.61,115.816,10,"0",0,0.631004464286,0,0,1940.72152466513,275.425613421692,19.308261152616,11380.8186114281,0,0.11625
"352","Antioquia","Caucasia","05154","2017",0,4,2,"0",0,0,0,0,0,0,0,18543.9279975336,0,0.180074257425743
"353","Antioquia","El Bragre","05250","2017",595.17,153.8159,10,"0",534.448658079714,0.455015910937,6.00887153632,0,556.288905775909,68.3715678964044,5.11390858472,23108.2828009709,0,0.130434782608696
"354","Nariño","Tumaco","52835","2017",19516.93,15678.3094,10,"331",8715.43779143996,6109.78992742127,6534.45426377343,6.886201472903,19965.4918611905,105.215894772464,29.856411737622,514.475121318117,0,0.135162601626016
"355","Antioquia","Ituango","05361","2017",865.56,68.7,10,"0",0,1.621471875,0,48.0134963617157,764.449970624497,141.603163115429,10.3272684257154,52581.0749275205,0,0.111872146118721
"356","Norte de Santander","Convención","54206","2017",1315.66,240.727,10,"0",1218.94042295773,71.620265931327,0,269.271663299337,1356.64135511614,113.584710918782,0,144355.647552374,0,0.0294117647058824
"357","Norte de Santander","El Cármen","54245","2017",758.44,29.2,10,"0",748.118040319992,25.563377964496,0,144.520313804307,731.69599300541,88.6316716501616,8.37563542983,188566.156316797,0,0.0491803278688525
"358","Norte de Santander","El Tarra","54250","2017",4300.6,34.841,10,"0",3963.81661918367,16.66588456259,0,16.66588456259,4449.19428547677,183.679183134483,0,58813.4740616864,0,0.153061224489796
"359","Norte de Santander","Hacarí","54344","2017",386.77,32.8,8,"0",0,0,0,0,332.884356544711,101.420251268104,0,13586.9808023257,0,0
"360","Norte de Santander","Ocaña","54498","2017",10.62,31.15,5,"0",0,0,0,0,6.780116017005,0.401882624996,4.317107142859,59438.6739003196,0,0.141059027777778
"361","Norte de Santander","San Calixto","54670","2017",640.32,24.2,9,"0",311.122685267038,0,0,0,692.655458936627,82.2089828042796,0,39898.8415818583,0,0
"362","Norte de Santander","Sardinata","54720","2017",4112.41,514.217,10,"0",0,0,0,0,4229.23077228537,171.689961472121,0,23120.8074299752,0,0.0566666666666667
"363","Norte de Santander","Teorama","54800","2017",2479.63,58.691,10,"0",2286.63507680947,105.092827973569,0,225.832622094084,2761.77349436817,118.881639800567,0,121005.967490689,0,0.0241477272727273
"364","Norte de Santander","Tibú","54810","2017",13685.69,163.556,10,"140",0,0,0,104.477560468259,14022.7203956978,333.40411945067,4.7352089370937,142483.962367882,0,0.0977951635846373
"365","Antioquia","Nechí","05495","2017",551.52,90.915,10,"0",300.866663171456,0,0,0,585.619620030214,33.1252193899688,0,0,0,0.122641509433962
"366","Antioquia","Tarazá","05790","2017",3803.68,5320.6383,10,"146",0,21.006764256286,0,0,4083.34087839829,342.900797270067,0,3244.06359839482,0,0.116731517509728
"367","Antioquia","Valdivia","05854","2017",2899.35,164.209,10,"0",0,0,0,1.998984356264,3005.56011157772,195.992709236657,0,8086.84396191961,0,0.198275862068966
"368","Antioquia","Zaragoza","05895","2017",346.92,20.861,10,"0",144.003754917227,5.81793604616,39.357504212708,0,270.314839992578,100.017730063002,28.3384654122485,37923.3871701271,0,0.09
"369","Cauca","Buenos Aires","19110","2018",125.74,0,6,"0",0,0,0,0,91.465871018072,18.765808021931,0,58743.8399402142,2,0.121052631578947
"370","Cauca","Caloto","19142","2018",1.6,3.2499,3,"0",0,0.081861299766,0,0,0,0,0,206828.229449354,0,0.177647058823529
"371","Cauca","Corinto","19212","2018",10.54,9.4396,3,"0",4.313164544763,0.555570009664,0,0,0,0,0,16927.378755181,0,0.291469194312796
"372","Cauca","Jambaló","19364","2018",0,0,0,"0",0,0,0,0,0,0,0,39390.3692649336,0,0.333333333333333
"373","Cauca","Miranda","19455","2018",2.27,80.4311,3,"99",0.639509447658,0,0,0,0,0,0,111555.26414905,3,0.208133971291866
"374","Cauca","Suárez","19780","2018",383.53,1.9903,8,"0",0,0,0,0,348.514333257489,28.125542871444,5.94349225785,41915.4568555203,0,0.274305555555556
"375","Cauca","Toribío","19821","2018",0,0.3298,2,"0",0,0,0,0,0,0,0,31632.9744858055,0,0.0178571428571429
"376","Córdoba","Montelíbano","23466","2018",974.04,16.9305,10,"391",0,6.07957200353,0,120.64574260962,1058.70418871676,22.2946538432653,0,90942.1763935639,1,0.200479233226837
"377","Córdoba","Puerto Libertador","23580","2018",1013.93,25.128,10,"454",0,6.223238715963,0,55.656046188874,1073.16133419573,11.182608600635,0,50519.3726798219,0,0.138297872340426
"378","Córdoba","San José de Uré","23682","2018",441.7,0,7,"133",0,0,0,125.849160726957,462.599557076592,5.188836343856,0,55826.3237331289,0,0.111842105263158
"379","Córdoba","Tierralta","23807","2018",2201.26,23.9502,10,"0",1961.51384033977,349.412269198479,0,1439.63894843198,2083.82165731093,122.889711515114,3.106107617668,6483.73090323701,3,0.223076923076923
"380","Córdoba","Valencia","23855","2018",5.48,0,9,"0",4.363014286286,0,0,0,4.363014286286,0,0,4745.5140031696,0,0.243055555555556
"381","Meta","El Castillo","50251","2018",0,4.46,0,"0",0,0,0,0,0,0,0,50642.8377466481,0,0.05
"382","Meta","Mapiripán","50325","2018",231.86,231.552,10,"56",0,10.722358786167,0,0,211.063020485124,2.98522332853,8.32939453124,20000.9669114275,0,0.102272727272727
"383","Meta","Mesetas","50330","2018",45.15,10.19,9,"187",0,0,0,0.454541761339,29.6239729829634,12.99375,0,80523.4070221025,8,0.0348837209302326
"384","Meta","La Macarena","50350","2018",560.18,832.0678,10,"892",0,3.86021754636,0,263.360180677352,522.519093864739,4.9895275759,0,35025.6539656468,9,0.0401785714285714
"385","Meta","Uribe","50370","2018",78.44,31.9302,10,"10",0,0,0,8.1442268894114,51.0972729376497,13.154450673936,8.78423077773,154469.185810829,6,0.0507518796992481
"386","Antioquia","Anorí","05040","2018",969.49,117.4992,10,"1381",0,0,77.895375578372,0.447236059099,1252.6470034533,22.706993402326,6.2117418823322,62315.1793201828,5,0.0912408759124088
"387","Meta","Lejanías","50400","2018",0,2,1,"0",0,0,0,0,0,0,0,24730.9080620464,1,0.15625
"388","Meta","Puerto Concordia","50450","2018",35.02,91.182,10,"0",0,0,0,18.4747162181109,42.8089312954594,0,0,79229.0314185293,0,0.0730769230769231
"389","Meta","Puerto Gaitán","50568","2018",0,0,6,"0",0,0,0,0,0,0,0,399688.908138747,0,0.0772058823529412
"390","Meta","Puerto López","50573","2018",0,0,0,"0",0,0,0,0,0,0,0,183609.260259971,0,0.112042682926829
"391","Meta","Puerto Lleras","50577","2018",9.32,49.3011,10,"0",0,0,0,0,11.8896955642921,0,0,30318.6900806733,0,0.212686567164179
"392","Meta","Puerto Rico","50590","2018",1081.9,1832.5742,10,"281",0,0,0,982.131710462602,1137.84420228773,6.811107180212,0,58217.1534593133,2,0.0238095238095238
"393","Meta","San Juan de Arama","50683","2018",46.09,0,10,"0",0,0,0,15.561948051789,40.269873183147,6.781715547219,0,106241.531966938,0,0.211309523809524
"394","Meta","San Martín","50689","2018",0,0,1,"0",0,0,0,0,0,0,0,181381.730162411,0,0.150862068965517
"395","Meta","Vistahermosa","50711","2018",856.63,603.0816,10,"613",0,0,0,689.215332533848,916.420768132271,0.576519511162,0,83882.2525509897,11,0.166666666666667
"396","Antioquia","Briceño","05107","2018",289.04,52.9405,10,"233",0,0,0,1.14216392699,316.267384601462,2.283760711235,0,46553.4644472016,10,0.271276595744681
"397","Antioquia","Cáceres","05120","2018",1826.23,1880.2721,10,"925",0,0.970591855239,0,0,2098.85969699652,21.708403667481,2.04362406034,11380.8186114281,1,0.053
"398","Antioquia","Caucasia","05154","2018",2.25,1.2,2,"0",0,0,0,0,0,0,0,18543.9279975336,0,0.208333333333333
"399","Antioquia","El Bragre","05250","2018",811.02,188.6483,10,"0",726.652428436926,0.489201299525,15.2714938779396,0,800.976169686755,53.816934467056,2.309923809271,23108.2828009709,0,0.203821656050955
"400","Nariño","Tumaco","52835","2018",16046.85,15003.8843,10,"2324",6949.84331372844,5526.86954870699,5673.06286970442,2.661245484478,16376.7400188985,129.986448810209,12.078544931412,514.475121318117,2,0.0873402312842362
"401","Antioquia","Ituango","05361","2018",882.69,1038.6076,10,"0",0,2.5230434141105,0,48.83094097159,890.726506806797,35.7209473489948,0.623713378599,52581.0749275205,8,0.163120567375887
"402","Norte de Santander","Convención","54206","2018",1686.74,201.3689,10,"0",1576.74999809898,121.032908015788,0,337.003976065545,1861.31704052513,44.987194032683,0,144355.647552374,2,0.03
"403","Norte de Santander","El Cármen","54245","2018",702.19,155.9004,10,"0",812.909035944296,27.260298224881,0,194.932708519802,897.145771392731,16.237289198327,0,188566.156316797,0,0.032051282051282
"404","Norte de Santander","El Tarra","54250","2018",4916.63,127.784,10,"0",4553.87914590766,15.5782939555208,0,15.5782939555208,5279.36501830578,16.817826269044,0,58813.4740616864,12,0.0351123595505618
"405","Norte de Santander","Hacarí","54344","2018",402.71,14.6108,9,"0",0,0,0,0,470.73431243449,0.36140939592,0.445111607156,13586.9808023257,0,0
"406","Norte de Santander","Ocaña","54498","2018",42.12,62.3893,6,"0",0,0,0,0,25.774272556034,1.83850446429,0.425758928559,59438.6739003196,1,0.0999670619235837
"407","Norte de Santander","San Calixto","54670","2018",765.34,21.7122,9,"0",371.59562502678,0,0,0,952.861420884053,16.038151955234,0,39898.8415818583,0,0
"408","Norte de Santander","Sardinata","54720","2018",5487.34,310.6493,10,"0",0,0,0,0,5735.18022890195,78.1979790703372,3.68763736665,23120.8074299752,0,0.0483425414364641
"409","Norte de Santander","Teorama","54800","2018",2915.98,253.2003,10,"0",2761.64020862618,141.400653769628,0,301.946317050486,3520.72345817126,23.666962375478,0,121005.967490689,5,0.0175675675675676
"410","Norte de Santander","Tibú","54810","2018",16096.74,290.1231,10,"344",0,0,0,149.885795810768,17587.6340927793,121.085489108691,0,142483.962367882,4,0.0775983146067416
"411","Antioquia","Nechí","05495","2018",708.03,1188.3165,10,"0",371.815300972742,0,0,0,785.529639055707,4.55364788617,0,0,0,0.0833333333333333
"412","Antioquia","Tarazá","05790","2018",3728.41,7158.2503,10,"892",0,14.569546944798,0,0,4325.93853402717,23.422243911267,0,3244.06359839482,1,0.0573065902578797
"413","Antioquia","Valdivia","05854","2018",2623.54,1917.7826,10,"0",0,0,0,2.226917375389,2880.93191635363,8.405468012709,0.976653642851,8086.84396191961,0,0.157766990291262
"414","Antioquia","Zaragoza","05895","2018",471.23,77.1338,10,"0",216.446771795379,11.77025436842,40.158116040068,0,522.4870504887,28.4007886803228,1.559516456518,37923.3871701271,0,0.0970149253731343
